"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"288116","Kamal,S.","Maxwell,D.P.",1999,"Submitted (25-FEB-1999) Plant Pathology, University of	Wisconsin-Madison, 1630 Linden Dr., Madison, WI 53706-1598, USA","Tomato mild yellow mottle virus - [Honduras 96 - H5kw]","Viruses",92943
"1288","Essbauer,S.","Bremont,M.",1999,"Submitted (25-FEB-1999) Institute of Zoology, Fishery Biology and	Fish Diseases, Ludwig-Maximilians-University of Munich,	Kaulbachstrasse 37, Muenchen 80539, Germany","Frog virus 3","Viruses",10493
"1289","Tucker,T.J.","Smuts,H.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"2202","Tucker,T.J.","Eickhaus,P.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"3119","Tucker,T.J.","Robson,S.C.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"488","Tucker,T.J.","Kirsch,R.E.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"145177","Smuts,H.","Eickhaus,P.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"146117","Smuts,H.","Robson,S.C.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"14777","Smuts,H.","Kirsch,R.E.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"288117","Eickhaus,P.","Robson,S.C.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"28977","Eickhaus,P.","Kirsch,R.E.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"43077","Robson,S.C.","Kirsch,R.E.",1999,"Submitted (25-FEB-1999) Medical Microbiology, University of Cape	Town, Anzio Rd., Cape Town 7925, South Africa","GB virus C","Viruses",54290
"1290","Karkashian,J.P.","Nakhla,M.K.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"2203","Karkashian,J.P.","Maxwell,D.P.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"3120","Karkashian,J.P.","Ramirez,P.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"145178","Nakhla,M.K.","Maxwell,D.P.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"146118","Nakhla,M.K.","Ramirez,P.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"288118","Maxwell,D.P.","Ramirez,P.",1999,"Submitted (25-FEB-1999) Escuela de Biologia, Universidad de Costa	Rica, Campus Rodrigo Facio, San Jose, SJ, Costa Rica","Tomato leaf curl Sinaloa virus","Viruses",71186
"1291","Glodoski,S.B.","Nakhla,M.K.",1999,"Submitted (26-FEB-1999) Plant Pathology, University of	Wisconsin-Madison, 1630 Linden Dr., Madison, WI 53706-1598, USA","Tomato severe leaf curl virus","Viruses",92963
"2204","Glodoski,S.B.","Maxwell,D.P.",1999,"Submitted (26-FEB-1999) Plant Pathology, University of	Wisconsin-Madison, 1630 Linden Dr., Madison, WI 53706-1598, USA","Tomato severe leaf curl virus","Viruses",92963
"145179","Nakhla,M.K.","Maxwell,D.P.",1999,"Submitted (26-FEB-1999) Plant Pathology, University of	Wisconsin-Madison, 1630 Linden Dr., Madison, WI 53706-1598, USA","Tomato severe leaf curl virus","Viruses",92963
"1292","Beer,B.E.","Hirsch,V.M.",1999,"Submitted (26-FEB-1999) LMM/NIAID, National Institutes of Health,	12441 Parklawn Drive, Rockville, MD 20852, USA","Simian immunodeficiency virus","Viruses",11723
"1293","Chow,V.T.K.","Leong,W.F.",1999,"Submitted (26-FEB-1999) Department of Microbiology, National	University of Singapore, 10 Kent Ridge Crescent, Singapore 119260,	Singapore","Human papillomavirus - cand85","Viruses",151757
"1294","Govorkova,E.A.","Matrosovich,M.N.",1999,"Submitted (01-MAR-1999) Virology and Molecular Biology, St. Jude	Children's Research Hospital, 332 North Lauderdale, Memphis, TN	38105, USA","Influenza B virus (B/Lyon/1271/96)","Viruses",107432
"2205","Govorkova,E.A.","Webster,R.G.",1999,"Submitted (01-MAR-1999) Virology and Molecular Biology, St. Jude	Children's Research Hospital, 332 North Lauderdale, Memphis, TN	38105, USA","Influenza B virus (B/Lyon/1271/96)","Viruses",107432
"145180","Matrosovich,M.N.","Webster,R.G.",1999,"Submitted (01-MAR-1999) Virology and Molecular Biology, St. Jude	Children's Research Hospital, 332 North Lauderdale, Memphis, TN	38105, USA","Influenza B virus (B/Lyon/1271/96)","Viruses",107432
"1295","Oh,M.D.","Kim,J.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"2206","Oh,M.D.","Kim,H.B.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"3123","Oh,M.D.","Park,S.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"489","Oh,M.D.","Kim,E.S.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"552","Oh,M.D.","Choi,J.Y.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"639","Oh,M.D.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"742","Oh,M.D.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"823","Oh,M.D.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"145181","Kim,J.W.","Kim,H.B.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"146119","Kim,J.W.","Park,S.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"14778","Kim,J.W.","Kim,E.S.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"14852","Kim,J.W.","Choi,J.Y.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"14939","Kim,J.W.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"15033","Kim,J.W.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"15124","Kim,J.W.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"288119","Kim,H.B.","Park,S.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"28978","Kim,H.B.","Kim,E.S.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"29052","Kim,H.B.","Choi,J.Y.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"29139","Kim,H.B.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"29233","Kim,H.B.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"29323","Kim,H.B.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"43078","Park,S.W.","Kim,E.S.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"43152","Park,S.W.","Choi,J.Y.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"43239","Park,S.W.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"43333","Park,S.W.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"43423","Park,S.W.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"57152","Kim,E.S.","Choi,J.Y.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"57239","Kim,E.S.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"57333","Kim,E.S.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"57423","Kim,E.S.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"71139","Choi,J.Y.","Park,K.H.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"71233","Choi,J.Y.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"71323","Choi,J.Y.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"85033","Park,K.H.","Kim,E.J.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"85123","Park,K.H.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"98823","Kim,E.J.","Choe,K.W.",1999,"Submitted (01-MAR-1999) Internal Medicine, Seoul National	University, 28 Yeongun-dong, Chongro-gu, Seoul 110-744, South Korea","Human immunodeficiency virus 1","Viruses",11676
"1296","Ohkura,S.","Yamashita,M.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"2207","Ohkura,S.","Cartier,L.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"3124","Ohkura,S.","Sonoda,S.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"490","Ohkura,S.","Tajima,K.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"145182","Yamashita,M.","Cartier,L.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"146120","Yamashita,M.","Sonoda,S.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"14779","Yamashita,M.","Tajima,K.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"288120","Cartier,L.","Sonoda,S.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"28979","Cartier,L.","Tajima,K.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"43079","Sonoda,S.","Tajima,K.",1999,"Submitted (02-MAR-1999) Institute for Virus Research, Kyoto	University, Shogoin-Kawahara-Machi 53, Sakyo-ku, Kyoto 606-8507,	Japan","Human T-cell leukemia virus type I","Viruses",11908
"1297","Hino,K.","Basuni,A.A.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"2208","Hino,K.","Newell,A.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"3125","Hino,K.","Mphahlele,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"491","Hino,K.","Smit,E.J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"553","Hino,K.","Ireland,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"640","Hino,K.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"743","Hino,K.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"824","Hino,K.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"145183","Basuni,A.A.","Newell,A.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"146121","Basuni,A.A.","Mphahlele,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"14780","Basuni,A.A.","Smit,E.J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"14853","Basuni,A.A.","Ireland,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"14940","Basuni,A.A.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"15034","Basuni,A.A.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"15125","Basuni,A.A.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"288121","Newell,A.","Mphahlele,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"28980","Newell,A.","Smit,E.J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"29053","Newell,A.","Ireland,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"29140","Newell,A.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"29234","Newell,A.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"29324","Newell,A.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"43080","Mphahlele,J.","Smit,E.J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"43153","Mphahlele,J.","Ireland,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"43240","Mphahlele,J.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"43334","Mphahlele,J.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"43424","Mphahlele,J.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"57153","Smit,E.J.","Ireland,J.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"57240","Smit,E.J.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"57334","Smit,E.J.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"57424","Smit,E.J.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"71140","Ireland,J.","Ngui,S.L.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"71234","Ireland,J.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"71324","Ireland,J.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"85034","Ngui,S.L.","Teo,C.G.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"85124","Ngui,S.L.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"98824","Teo,C.G.","Carmani,W.F.",1999,"Submitted (02-MAR-1999) Virology, Institute of Virology, Church	Street, Glasgow G11-5JR, UK","Hepatitis B virus","Viruses",10407
"1298","Kuenkel,U.","Schreier,E.",1999,"Submitted (02-MAR-1999) Molecular Virology, Robert Koch Institute,	Nordufer 20, Berlin 13353, Germany","Enterovirus Stuttgart 97","Viruses",90011
"1299","Lo,C.F.","Tsai,M.F.",1999,"Submitted (02-MAR-1999) Zoology, National Taiwan University, 1,	SEC, 4, Roosevelt Rd., Taipei 106, Taiwan, ROC","White spot syndrome virus","Viruses",342409
"2209","Lo,C.F.","Kou,G.H.",1999,"Submitted (02-MAR-1999) Zoology, National Taiwan University, 1,	SEC, 4, Roosevelt Rd., Taipei 106, Taiwan, ROC","White spot syndrome virus","Viruses",342409
"145184","Tsai,M.F.","Kou,G.H.",1999,"Submitted (02-MAR-1999) Zoology, National Taiwan University, 1,	SEC, 4, Roosevelt Rd., Taipei 106, Taiwan, ROC","White spot syndrome virus","Viruses",342409
"1300","Landthaler,M.","Shub,D.A.",1999,"Submitted (02-MAR-1999) Biological Sciences, SUNY Albany, 1400	Washington Ave., Albany, NY 12222, USA","Staphylococcus virus Twort","Viruses",55510
"1301","White,P.A.","Li,Z.",1999,"Submitted (03-MAR-1999) Virology Division, Prince of Wales	Hospital, Randwick, Sydney, NSW 2031, Australia","GB virus C","Viruses",54290
"2212","White,P.A.","Rawlinson,W.D.",1999,"Submitted (03-MAR-1999) Virology Division, Prince of Wales	Hospital, Randwick, Sydney, NSW 2031, Australia","GB virus C","Viruses",54290
"145185","Li,Z.","Rawlinson,W.D.",1999,"Submitted (03-MAR-1999) Virology Division, Prince of Wales	Hospital, Randwick, Sydney, NSW 2031, Australia","GB virus C","Viruses",54290
"1302","Nakhla,M.K.","Maxwell,D.P.",1999,"Submitted (03-MAR-1999) Plant Pathology, University of	Wisconsin-Madison, 1630 Linden Dr., Madison, WI 53706-1598, USA","Tomato golden mottle virus-[GT94-R2]","Viruses",223343
"1303","Bodaghi,S.","Ngon A Yassi,M.",1999,"Submitted (03-MAR-1999) Microbiology Program and Department of	Plant Pathology, University of California-Riverside, Riverside, CA	92521-0122, USA","Tobacco mild green mosaic virus","Viruses",12241
"2213","Bodaghi,S.","Dodds,J.A.",1999,"Submitted (03-MAR-1999) Microbiology Program and Department of	Plant Pathology, University of California-Riverside, Riverside, CA	92521-0122, USA","Tobacco mild green mosaic virus","Viruses",12241
"145186","Ngon A Yassi,M.","Dodds,J.A.",1999,"Submitted (03-MAR-1999) Microbiology Program and Department of	Plant Pathology, University of California-Riverside, Riverside, CA	92521-0122, USA","Tobacco mild green mosaic virus","Viruses",12241
"1304","Ayanot,P.K.","Aminev,A.G.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"2214","Ayanot,P.K.","Bezborodova,S.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"3126","Ayanot,P.K.","Scherbakov,A.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"492","Ayanot,P.K.","Starov,S.K.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"554","Ayanot,P.K.","Drygin,V.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"145187","Aminev,A.G.","Bezborodova,S.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"146122","Aminev,A.G.","Scherbakov,A.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"14781","Aminev,A.G.","Starov,S.K.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"14854","Aminev,A.G.","Drygin,V.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"288122","Bezborodova,S.V.","Scherbakov,A.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"28981","Bezborodova,S.V.","Starov,S.K.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"29054","Bezborodova,S.V.","Drygin,V.V.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
"43081","Scherbakov,A.V.","Starov,S.K.",1999,"Submitted (04-MAR-1999) All-Russian Research Institute for Animal	Health, Vladimir 600900, Russia","Rinderpest morbillivirus","Viruses",11241
